ln,crate,slot,appid,channel,type,device,z,bit_position,z_name,o_name,auto_reset,evaluation,description,ignore,dest,slope,offset,cable,ln status,cn status,cn logic,checked date,inconfig
58,L2KG02-2215,1,43,24,VACI,VVFS:BC1B:96:INTERLOCK_SUM,397.444,0,IS_NOT_OK,IS_OK,1,0,VVFS BC1B 95 Interlock Summary,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,25,VACI,VVFS:COL1:972:INTERLOCK_SUM,575.213,0,IS_NOT_OK,IS_OK,1,0,VVFS COL1 972 Interlock Summary,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,32,WDOG,SIOC:BC1B:MP02:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN58 (SIOC BC1B MP02) Alive,3,DUMPBSY,,,,,,,,
59,L2KG02-2323,1,354,32,WDOG,SIOC:BC1B:MP03:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN59 (SIOC BC1B MP03) Alive,3,DUMPBSY,,,,,,,,
60,L2KG03-4933,1,355,32,WDOG,SIOC:L2B:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN60 (SIOC L2B MP01) Alive,3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,32,WDOG,SIOC:L2B:MP02:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN61 (SIOC L2B MP02) Alive,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,2,VAC,VVFS:BC2B:119:POSITION,1087.618,0,IS_NOT_OPEN,IS_OPEN,1,0,VVFS BC2B 119 Position,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,3,VAC,VVFS:EMIT2:939:POSITION,1267.438,0,IS_NOT_OPEN,IS_OPEN,1,0,VVFS EMIT2 939 Position,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,7,VACI,VVFS:BC2B:119:INTERLOCK_SUM,1087.618,0,IS_NOT_OK,IS_OK,1,0,VVFS BC2B 119 Interlock Summary,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,8,VACI,VVFS:EMIT2:939:INTERLOCK_SUM,1267.438,0,IS_NOT_OK,IS_OK,1,0,VVFS EMIT2 939 Interlock Summary,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,20,VAC,VVPG:L2B:1593:POSITION,1081.381,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG L2B 1593 Position,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,21,VAC,VVPG:BC2B:115:POSITION,1085.879,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG BC2B 115 Position,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,22,VAC,VVPG:EMIT2:364:POSITION,1199.094,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG EMIT2 364 Position,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,23,VAC,VVPG:EMIT2:958:POSITION,1269.157,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG EMIT2 958 Position,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,24,VAC,VVPG:L3B:1601:POSITION,1273.655,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG L3B 1601 Position,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,32,WDOG,SIOC:BC2B:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN62 (SIOC BC2B MP01) Alive,3,DUMPBSY,,,,,,,,
63,L2KG04-2609,1,356,32,WDOG,SIOC:L2B:MP03:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN63 (SIOC L2B MP03) Alive,3,DUMPBSY,,,,,,,,
64,L2KG04-2615,1,357,32,WDOG,SIOC:L2B:MP04:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN64 (SIOC L2B MP04) Alive,3,DUMPBSY,,,,,,,,
65,L2KG05-6122,1,358,32,WDOG,SIOC:BC2B:MP02:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN65 (SIOC BC2B MP02) Alive,3,DUMPBSY,,,,,,,,
66,L2KG05-6133,1,81,32,WDOG,SIOC:BC2B:MP03:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN66 (SIOC BC2B MP03) Alive,3,DUMPBSY,,,,,,,,
67,L2KG06-6033,1,359,32,WDOG,SIOC:L3B:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN67 (SIOC L3B MP01) Alive,3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,0,VAC,VVPG:L3B:2596:POSITION,1686.352,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG L3B 2596 Position,3,DUMPBSY,,,,,,,,
68,L2KG06-6133,1,87,32,WDOG,SIOC:L3B:MP02:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN68 (SIOC L3B MP02) Alive,3,DUMPBSY,,,,,,,,
97,L2KG06-6122,1,378,32,WDOG,SIOC:L3B:MP06:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN97 (SIOC L3B MP06) Alive,3,DUMPBSY,,,,,,,,
71,L2KG08-3A33,1,102,2,VAC,VVPG:DOG:247:POSITION,2460.61,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG DOG 247 Position,3,DUMPBSY,,,,1,1,1,44617,
71,L2KG08-3A33,1,102,32,WDOG,SIOC:L3B:MP05:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN71 (SIOC L3B MP05) Alive,3,DUMPBSY,,,,,,,,
74,L2KG10-0733,1,112,2,VAC,VVPG:DOG:605:POSITION,3177.251,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG DOG 605 Position,3,DUMPBSY,,,,1,1,1,44617,
74,L2KG10-0733,1,112,32,WDOG,SIOC:DOG:MP03:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN74 (SIOC DOG MP03) Alive,3,DUMPBSY,,,,,,,,
77,L2KG13-4D33,1,121,32,WDOG,SIOC:BPN13:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN77 (SIOC BPN13 MP01) Alive,3,DUMPBSY,,,,,,,,
78,L2KG14-7D33,1,124,32,WDOG,SIOC:BPN14:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN78 (SIOC BPN14 MP01) Alive,3,DUMPBSY,,,,,,,,
79,L2KG15-4D33,1,127,0,VAC,VVPG:BPN15:106:POSITION,4666.667,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG BPN15 106 Position,3,DUMPBSY,,,,,,,,
79,L2KG15-4D33,1,127,32,WDOG,SIOC:BPN15:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN79 (SIOC BPN15 MP01) Alive,3,DUMPBSY,,,,,,,,
80,L2KG16-6C33,1,130,32,WDOG,SIOCLBPN16:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN80 (SIOC BPN16 MP01) Alive,3,DUMPBSY,,,,,,,,
81,L2KG17-3D33,1,133,32,WDOG,SIOC:BPN17:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN81 (SIOC BPN17 MP01) Alive,3,DUMPBSY,,,,,,,,
82,L2KG18-6C33,1,136,0,VAC,VVPG:BPN18:106:POSITION,5666.667,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG BPN18 106 Position,3,DUMPBSY,,,,,,,,
82,L2KG18-6C33,1,136,32,WDOG,SIOC:BPN18:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN82 (SIOC BPN18 MP01) Alive,3,DUMPBSY,,,,,,,,
83,L2KG19-6D33,1,138,32,WDOG,SIOC:BPN19:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN83 (SIOC BPN19 MP01) Alive,3,DUMPBSY,,,,,,,,
84,FKG20-0127,1,141,32,WDOG,SIOC:BPN20:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN84 (SIOC BPN20 MP01) Alive,3,DUMPBSY,,,,,,,,
85,L2KG21-0433,1,143,0,VAC,VVPG:BPN21:106:POSITION,6666.667,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG BPN21 106 Position,3,DUMPBSY,,,,,,,,
85,L2KG21-0433,1,143,32,WDOG,SIOC:BPN21:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN85 (SIOC BPN21 MP01) Alive,3,DUMPBSY,,,,,,,,
86,L2KG22-7D37,1,146,32,WDOG,SIOC:BPN22:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN86 (SIOC BPN22 MP01) Alive,3,DUMPBSY,,,,,,,,
87,L2KG23-7D37,1,149,32,WDOG,SIOC:BPN23:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN87 (SIOC BPN23 MP01) Alive,3,DUMPBSY,,,,,,,,
88,L2KG24-3D37,1,152,0,VAC,VVPG:BPN24:106:POSITION,7666.667,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG BPN24 106 Position,3,DUMPBSY,,,,,,,,
88,L2KG24-3D37,1,152,32,WDOG,SIOC:BPN24:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN88 (SIOC BPN24 MP01) Alive,3,DUMPBSY,,,,,,,,
89,L2KG25-7D37,1,154,32,WDOG,SIOC:BPN25:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN89 (SIOC BPN25 MP01) Alive,3,DUMPBSY,,,,,,,,
90,L2KG26-7D37,1,157,32,WDOG,SIOC:BPN26:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN90 (SIOC BPN26 MP01) Alive,3,DUMPBSY,,,,,,,,
91,L2KG27-7D37,1,160,0,VAC,VVPG:BPN27:106:POSITION,8666.667,0,IS_NOT_OPEN,IS_OPEN,1,0,VVPG BPN27 106 Position,3,DUMPBSY,,,,,,,,
91,L2KG27-7D37,1,160,32,WDOG,SIOC:BPN27:MP01:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN91 (SIOC BPN27 MP01) Alive,3,DUMPBSY,,,,,,,,69,L2KG07-3737,1,93,4,VAC,VVPG:L3B:3594:POSITION,2104.068,0,IS_FAULTED,IS_OK,1,0,VVPG L3B 3594 Position,3,DUMPBSY,,,,,,,,
69,L2KG07-3737,1,93,5,VAC,VVPG:EXT:143:POSITION,2107.94,0,IS_FAULTED,IS_OK,1,0,VVPG EXT 143 Position,3,DUMPBSY,,,,1,,,,
69,L2KG07-3737,1,93,6,VAC,VVPG:EXT:985:POSITION,2179.495,0,IS_FAULTED,IS_OK,1,0,VVPG EXT 985 Position,3,DUMPBSY,,,,1,,,,
69,L2KG07-3737,1,93,7,VACI,VVFS:EXT:159:INTERLOCK_SUM,2109,0,IS_NOT_OK,IS_OK,1,0,VVFS EXT 159 Interlock Summary,3,DUMPBSY,,,,1,,,,
69,L2KG07-3737,1,93,12,VAC,VVFS:EXT:159:POSITION,2109,0,IS_FAULTED,IS_OK,1,0,VVFS EXT 159 Position,3,DUMPBSY,,,,1,,,,
69,L2KG07-3737,1,93,32,WDOG,SIOC:L3B:MP03:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN69 (SIOC L3B MP03) Alive,3,DUMPBSY,,,,,,,,
70,L2KG07-3831,1,376,32,WDOG,SIOC:L3B:MP04:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN70 (SIOC L3B MP04) Alive,3,DUMPBSY,,,,,,,,
73,L2KG09-3C33,1,109,32,WDOG,SIOC:DOG:MP02:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN73 (SIOC DOG MP02) Alive,3,DUMPBSY,,,,,,,,
75,L2KG11-4D33,1,115,32,WDOG,SIOC:DOG:MP04:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN75 (SIOC DOG MP04) Alive,3,DUMPBSY,,,,,,,,
76,L2KG12-0133,1,118,0,VAC,VVPG:DOG:852:POSITION,3666.667,0,IS_FAULTED,IS_OK,1,0,VVPG DOG 852 Position,3,DUMPBSY,,,,,,,,
76,L2KG12-0133,1,118,32,WDOG,SIOC:DOG:MP05:HEARTBEAT,200,0,IS_FAULTED,IS_OK,1,0,LN75 (SIOC DOG MP05) Alive,3,DUMPBSY,,,,,,,,
